ID,Name,Type,Rarity,Path,Dimensions,Compression,MemoryEstimateKB,Dependencies
"96","Bomb Tower","CardData","Rare","Assets/Resources/Data/Cards/Card_096_Bomb_Tower.asset","N/A","N/A",1,"spine_bomb_tower,sprite_bomb_tower,portrait_bomb_tower"
"64","Bomber","CardData","Common","Assets/Resources/Data/Cards/Card_064_Bomber.asset","N/A","N/A",1,"spine_bomber,sprite_bomber,portrait_bomber"
"115","Bomber","CardData","Common","Assets/Resources/Data/Cards/Card_115_Bomber.asset","N/A","N/A",1,"spine_bomber,sprite_bomber,portrait_bomber"
"94","Cannon","CardData","Common","Assets/Resources/Data/Cards/Card_094_Cannon.asset","N/A","N/A",1,"spine_cannon,sprite_cannon,portrait_cannon"
"79","Cannon Cart","CardData","Rare","Assets/Resources/Data/Cards/Card_079_Cannon_Cart.asset","N/A","N/A",1,"spine_cannon_cart,sprite_cannon_cart,portrait_cannon_cart"
"37","Clone","CardData","Epic","Assets/Resources/Data/Cards/Card_037_Clone.asset","N/A","N/A",1,"spine_clone,sprite_clone,portrait_clone"
"41","Dark Prince","CardData","Epic","Assets/Resources/Data/Cards/Card_041_Dark_Prince.asset","N/A","N/A",1,"spine_dark_prince,sprite_dark_prince,portrait_dark_prince"
"44","Dart Goblin","CardData","Rare","Assets/Resources/Data/Cards/Card_044_Dart_Goblin.asset","N/A","N/A",1,"spine_dart_goblin,sprite_dart_goblin,portrait_dart_goblin"
"62","Earthquake","CardData","Rare","Assets/Resources/Data/Cards/Card_062_Earthquake.asset","N/A","N/A",1,"spine_earthquake,sprite_earthquake,portrait_earthquake"
"46","Electro Dragon","CardData","Epic","Assets/Resources/Data/Cards/Card_046_Electro_Dragon.asset","N/A","N/A",1,"spine_electro_dragon,sprite_electro_dragon,portrait_electro_dragon"
"13","Electro Spirit","CardData","Common","Assets/Resources/Data/Cards/Card_013_Electro_Spirit.asset","N/A","N/A",1,"spine_electro_spirit,sprite_electro_spirit,portrait_electro_spirit"
"119","Electro Spirit","CardData","Common","Assets/Resources/Data/Cards/Card_119_Electro_Spirit.asset","N/A","N/A",1,"spine_electro_spirit,sprite_electro_spirit,portrait_electro_spirit"
"9","Electro Wizard","CardData","Legendary","Assets/Resources/Data/Cards/Card_009_Electro_Wizard.asset","N/A","N/A",1,"spine_electro_wizard,sprite_electro_wizard,portrait_electro_wizard"
"75","Electro Wizard","CardData","Legendary","Assets/Resources/Data/Cards/Card_075_Electro_Wizard.asset","N/A","N/A",1,"spine_electro_wizard,sprite_electro_wizard,portrait_electro_wizard"
"43","Elite Barbarians","CardData","Rare","Assets/Resources/Data/Cards/Card_043_Elite_Barbarians.asset","N/A","N/A",1,"spine_elite_barbarians,sprite_elite_barbarians,portrait_elite_barbarians"
"99","Elixir Collector","CardData","Rare","Assets/Resources/Data/Cards/Card_099_Elixir_Collector.asset","N/A","N/A",1,"spine_elixir_collector,sprite_elixir_collector,portrait_elixir_collector"
"11","Fire Spirit","CardData","Common","Assets/Resources/Data/Cards/Card_011_Fire_Spirit.asset","N/A","N/A",1,"spine_fire_spirit,sprite_fire_spirit,portrait_fire_spirit"
"116","Fire Spirit","CardData","Common","Assets/Resources/Data/Cards/Card_116_Fire_Spirit.asset","N/A","N/A",1,"spine_fire_spirit,sprite_fire_spirit,portrait_fire_spirit"
"57","Fireball","CardData","Rare","Assets/Resources/Data/Cards/Card_057_Fireball.asset","N/A","N/A",1,"spine_fireball,sprite_fireball,portrait_fireball"
"47","Fisherman","CardData","Epic","Assets/Resources/Data/Cards/Card_047_Fisherman.asset","N/A","N/A",1,"spine_fisherman,sprite_fisherman,portrait_fisherman"
"78","Flying Machine","CardData","Rare","Assets/Resources/Data/Cards/Card_078_Flying_Machine.asset","N/A","N/A",1,"spine_flying_machine,sprite_flying_machine,portrait_flying_machine"
"35","Freeze","CardData","Epic","Assets/Resources/Data/Cards/Card_035_Freeze.asset","N/A","N/A",1,"spine_freeze,sprite_freeze,portrait_freeze"
"100","Furnace","CardData","Rare","Assets/Resources/Data/Cards/Card_100_Furnace.asset","N/A","N/A",1,"spine_furnace,sprite_furnace,portrait_furnace"
"81","Ghost","CardData","Legendary","Assets/Resources/Data/Cards/Card_081_Ghost.asset","N/A","N/A",1,"spine_ghost,sprite_ghost,portrait_ghost"
"53","Giant","CardData","Rare","Assets/Resources/Data/Cards/Card_053_Giant.asset","N/A","N/A",1,"spine_giant,sprite_giant,portrait_giant"
"23","Giant Skeleton","CardData","Epic","Assets/Resources/Data/Cards/Card_023_Giant_Skeleton.asset","N/A","N/A",1,"spine_giant_skeleton,sprite_giant_skeleton,portrait_giant_skeleton"
"60","Giant Snowball","CardData","Common","Assets/Resources/Data/Cards/Card_060_Giant_Snowball.asset","N/A","N/A",1,"spine_giant_snowball,sprite_giant_snowball,portrait_giant_snowball"
"112","Giant Snowball","CardData","Common","Assets/Resources/Data/Cards/Card_112_Giant_Snowball.asset","N/A","N/A",1,"spine_giant_snowball,sprite_giant_snowball,portrait_giant_snowball"
"29","Goblin Barrel","CardData","Epic","Assets/Resources/Data/Cards/Card_029_Goblin_Barrel.asset","N/A","N/A",1,"spine_goblin_barrel,sprite_goblin_barrel,portrait_goblin_barrel"
"45","Goblin Cage","CardData","Rare","Assets/Resources/Data/Cards/Card_045_Goblin_Cage.asset","N/A","N/A",1,"spine_goblin_cage,sprite_goblin_cage,portrait_goblin_cage"
"103","Goblin Cage","CardData","Rare","Assets/Resources/Data/Cards/Card_103_Goblin_Cage.asset","N/A","N/A",1,"spine_goblin_cage,sprite_goblin_cage,portrait_goblin_cage"
"85","Goblin Drill","CardData","Epic","Assets/Resources/Data/Cards/Card_085_Goblin_Drill.asset","N/A","N/A",1,"spine_goblin_drill,sprite_goblin_drill,portrait_goblin_drill"
"76","Goblin Gang","CardData","Common","Assets/Resources/Data/Cards/Card_076_Goblin_Gang.asset","N/A","N/A",1,"spine_goblin_gang,sprite_goblin_gang,portrait_goblin_gang"
"107","Goblin Gang","CardData","Common","Assets/Resources/Data/Cards/Card_107_Goblin_Gang.asset","N/A","N/A",1,"spine_goblin_gang,sprite_goblin_gang,portrait_goblin_gang"
"30","Goblin Hut","CardData","Rare","Assets/Resources/Data/Cards/Card_030_Goblin_Hut.asset","N/A","N/A",1,"spine_goblin_hut,sprite_goblin_hut,portrait_goblin_hut"
"102","Goblin Hut","CardData","Rare","Assets/Resources/Data/Cards/Card_102_Goblin_Hut.asset","N/A","N/A",1,"spine_goblin_hut,sprite_goblin_hut,portrait_goblin_hut"
"86","Goblin Machine","CardData","Epic","Assets/Resources/Data/Cards/Card_086_Goblin_Machine.asset","N/A","N/A",1,"spine_goblin_machine,sprite_goblin_machine,portrait_goblin_machine"
"91","Goblins","CardData","Common","Assets/Resources/Data/Cards/Card_091_Goblins.asset","N/A","N/A",1,"spine_goblins,sprite_goblins,portrait_goblins"
"39","Graveyard","CardData","Legendary","Assets/Resources/Data/Cards/Card_039_Graveyard.asset","N/A","N/A",1,"spine_graveyard,sprite_graveyard,portrait_graveyard"
"67","Guards","CardData","Common","Assets/Resources/Data/Cards/Card_067_Guards.asset","N/A","N/A",1,"spine_guards,sprite_guards,portrait_guards"
"106","Guards","CardData","Common","Assets/Resources/Data/Cards/Card_106_Guards.asset","N/A","N/A",1,"spine_guards,sprite_guards,portrait_guards"
"12","Heal Spirit","CardData","Common","Assets/Resources/Data/Cards/Card_012_Heal_Spirit.asset","N/A","N/A",1,"spine_heal_spirit,sprite_heal_spirit,portrait_heal_spirit"
"118","Heal Spirit","CardData","Common","Assets/Resources/Data/Cards/Card_118_Heal_Spirit.asset","N/A","N/A",1,"spine_heal_spirit,sprite_heal_spirit,portrait_heal_spirit"
"27","Hog Rider","CardData","Rare","Assets/Resources/Data/Cards/Card_027_Hog_Rider.asset","N/A","N/A",1,"spine_hog_rider,sprite_hog_rider,portrait_hog_rider"
"10","Ice Spirit","CardData","Common","Assets/Resources/Data/Cards/Card_010_Ice_Spirit.asset","N/A","N/A",1,"spine_ice_spirit,sprite_ice_spirit,portrait_ice_spirit"
"117","Ice Spirit","CardData","Common","Assets/Resources/Data/Cards/Card_117_Ice_Spirit.asset","N/A","N/A",1,"spine_ice_spirit,sprite_ice_spirit,portrait_ice_spirit"
"3","Ice Wizard","CardData","Legendary","Assets/Resources/Data/Cards/Card_003_Ice_Wizard.asset","N/A","N/A",1,"spine_ice_wizard,sprite_ice_wizard,portrait_ice_wizard"
"69","Ice Wizard","CardData","Legendary","Assets/Resources/Data/Cards/Card_069_Ice_Wizard.asset","N/A","N/A",1,"spine_ice_wizard,sprite_ice_wizard,portrait_ice_wizard"
"6","Inferno Dragon","CardData","Legendary","Assets/Resources/Data/Cards/Card_006_Inferno_Dragon.asset","N/A","N/A",1,"spine_inferno_dragon,sprite_inferno_dragon,portrait_inferno_dragon"
"72","Inferno Dragon","CardData","Legendary","Assets/Resources/Data/Cards/Card_072_Inferno_Dragon.asset","N/A","N/A",1,"spine_inferno_dragon,sprite_inferno_dragon,portrait_inferno_dragon"
"31","Inferno Tower","CardData","Rare","Assets/Resources/Data/Cards/Card_031_Inferno_Tower.asset","N/A","N/A",1,"spine_inferno_tower,sprite_inferno_tower,portrait_inferno_tower"
"89","Knight","CardData","Common","Assets/Resources/Data/Cards/Card_089_Knight.asset","N/A","N/A",1,"spine_knight,sprite_knight,portrait_knight"
"7","Lava Hound","CardData","Legendary","Assets/Resources/Data/Cards/Card_007_Lava_Hound.asset","N/A","N/A",1,"spine_lava_hound,sprite_lava_hound,portrait_lava_hound"
"73","Lava Hound","CardData","Legendary","Assets/Resources/Data/Cards/Card_073_Lava_Hound.asset","N/A","N/A",1,"spine_lava_hound,sprite_lava_hound,portrait_lava_hound"
"33","Lightning","CardData","Legendary","Assets/Resources/Data/Cards/Card_033_Lightning.asset","N/A","N/A",1,"spine_lightning,sprite_lightning,portrait_lightning"
"88","Little Prince","CardData","Epic","Assets/Resources/Data/Cards/Card_088_Little_Prince.asset","N/A","N/A",1,"spine_little_prince,sprite_little_prince,portrait_little_prince"
"17","Magic Archer","CardData","Legendary","Assets/Resources/Data/Cards/Card_017_Magic_Archer.asset","N/A","N/A",1,"spine_magic_archer,sprite_magic_archer,portrait_magic_archer"
"8","Mega Knight","CardData","Legendary","Assets/Resources/Data/Cards/Card_008_Mega_Knight.asset","N/A","N/A",1,"spine_mega_knight,sprite_mega_knight,portrait_mega_knight"
"74","Mega Knight","CardData","Legendary","Assets/Resources/Data/Cards/Card_074_Mega_Knight.asset","N/A","N/A",1,"spine_mega_knight,sprite_mega_knight,portrait_mega_knight"
"66","Mega Minion","CardData","Common","Assets/Resources/Data/Cards/Card_066_Mega_Minion.asset","N/A","N/A",1,"spine_mega_minion,sprite_mega_minion,portrait_mega_minion"
"105","Mega Minion","CardData","Common","Assets/Resources/Data/Cards/Card_105_Mega_Minion.asset","N/A","N/A",1,"spine_mega_minion,sprite_mega_minion,portrait_mega_minion"
"52","Mighty Miner","CardData","Champion","Assets/Resources/Data/Cards/Card_052_Mighty_Miner.asset","N/A","N/A",1,"spine_mighty_miner,sprite_mighty_miner,portrait_mighty_miner"
"122","Mighty Miner","CardData","Champion","Assets/Resources/Data/Cards/Card_122_Mighty_Miner.asset","N/A","N/A",1,"spine_mighty_miner,sprite_mighty_miner,portrait_mighty_miner"
"4","Miner","CardData","Legendary","Assets/Resources/Data/Cards/Card_004_Miner.asset","N/A","N/A",1,"spine_miner,sprite_miner,portrait_miner"
"70","Miner","CardData","Legendary","Assets/Resources/Data/Cards/Card_070_Miner.asset","N/A","N/A",1,"spine_miner,sprite_miner,portrait_miner"
"55","Mini P.E.K.K.A","CardData","Rare","Assets/Resources/Data/Cards/Card_055_Mini_PEKKA.asset","N/A","N/A",1,"spine_mini_pekka,sprite_mini_pekka,portrait_mini_pekka"
"26","Minion Horde","CardData","Epic","Assets/Resources/Data/Cards/Card_026_Minion_Horde.asset","N/A","N/A",1,"spine_minion_horde,sprite_minion_horde,portrait_minion_horde"
"93","Minions","CardData","Common","Assets/Resources/Data/Cards/Card_093_Minions.asset","N/A","N/A",1,"spine_minions,sprite_minions,portrait_minions"
"36","Mirror","CardData","Epic","Assets/Resources/Data/Cards/Card_036_Mirror.asset","N/A","N/A",1,"spine_mirror,sprite_mirror,portrait_mirror"
"97","Mortar","CardData","Rare","Assets/Resources/Data/Cards/Card_097_Mortar.asset","N/A","N/A",1,"spine_mortar,sprite_mortar,portrait_mortar"
"14","Mother Witch","CardData","Legendary","Assets/Resources/Data/Cards/Card_014_Mother_Witch.asset","N/A","N/A",1,"spine_mother_witch,sprite_mother_witch,portrait_mother_witch"
"54","Musketeer","CardData","Rare","Assets/Resources/Data/Cards/Card_054_Musketeer.asset","N/A","N/A",1,"spine_musketeer,sprite_musketeer,portrait_musketeer"
"25","P.E.K.K.A","CardData","Epic","Assets/Resources/Data/Cards/Card_025_PEKKA.asset","N/A","N/A",1,"spine_pekka,sprite_pekka,portrait_pekka"
"87","Phoenix","CardData","Epic","Assets/Resources/Data/Cards/Card_087_Phoenix.asset","N/A","N/A",1,"spine_phoenix,sprite_phoenix,portrait_phoenix"
"34","Poison","CardData","Rare","Assets/Resources/Data/Cards/Card_034_Poison.asset","N/A","N/A",1,"spine_poison,sprite_poison,portrait_poison"
"20","Prince","CardData","Epic","Assets/Resources/Data/Cards/Card_020_Prince.asset","N/A","N/A",1,"spine_prince,sprite_prince,portrait_prince"
"2","Princess","CardData","Legendary","Assets/Resources/Data/Cards/Card_002_Princess.asset","N/A","N/A",1,"spine_princess,sprite_princess,portrait_princess"
"68","Princess","CardData","Legendary","Assets/Resources/Data/Cards/Card_068_Princess.asset","N/A","N/A",1,"spine_princess,sprite_princess,portrait_princess"
"40","Rage","CardData","Epic","Assets/Resources/Data/Cards/Card_040_Rage.asset","N/A","N/A",1,"spine_rage,sprite_rage,portrait_rage"
"15","Ram Rider","CardData","Legendary","Assets/Resources/Data/Cards/Card_015_Ram_Rider.asset","N/A","N/A",1,"spine_ram_rider,sprite_ram_rider,portrait_ram_rider"
"32","Rocket","CardData","Rare","Assets/Resources/Data/Cards/Card_032_Rocket.asset","N/A","N/A",1,"spine_rocket,sprite_rocket,portrait_rocket"
"49","Royal Delivery","CardData","Epic","Assets/Resources/Data/Cards/Card_049_Royal_Delivery.asset","N/A","N/A",1,"spine_royal_delivery,sprite_royal_delivery,portrait_royal_delivery"
"16","Royal Ghost","CardData","Legendary","Assets/Resources/Data/Cards/Card_016_Royal_Ghost.asset","N/A","N/A",1,"spine_royal_ghost,sprite_royal_ghost,portrait_royal_ghost"
"84","Royal Hogs","CardData","Rare","Assets/Resources/Data/Cards/Card_084_Royal_Hogs.asset","N/A","N/A",1,"spine_royal_hogs,sprite_royal_hogs,portrait_royal_hogs"
"63","Skeleton Army","CardData","Rare","Assets/Resources/Data/Cards/Card_063_Skeleton_Army.asset","N/A","N/A",1,"spine_skeleton_army,sprite_skeleton_army,portrait_skeleton_army"
"77","Skeleton Barrel","CardData","Rare","Assets/Resources/Data/Cards/Card_077_Skeleton_Barrel.asset","N/A","N/A",1,"spine_skeleton_barrel,sprite_skeleton_barrel,portrait_skeleton_barrel"
"48","Skeleton Dragons","CardData","Epic","Assets/Resources/Data/Cards/Card_048_Skeleton_Dragons.asset","N/A","N/A",1,"spine_skeleton_dragons,sprite_skeleton_dragons,portrait_skeleton_dragons"
"50","Skeleton King","CardData","Champion","Assets/Resources/Data/Cards/Card_050_Skeleton_King.asset","N/A","N/A",1,"spine_skeleton_king,sprite_skeleton_king,portrait_skeleton_king"
"121","Skeleton King","CardData","Champion","Assets/Resources/Data/Cards/Card_121_Skeleton_King.asset","N/A","N/A",1,"spine_skeleton_king,sprite_skeleton_king,portrait_skeleton_king"
"92","Skeletons","CardData","Common","Assets/Resources/Data/Cards/Card_092_Skeletons.asset","N/A","N/A",1,"spine_skeletons,sprite_skeletons,portrait_skeletons"
"5","Sparky","CardData","Legendary","Assets/Resources/Data/Cards/Card_005_Sparky.asset","N/A","N/A",1,"spine_sparky,sprite_sparky,portrait_sparky"
"71","Sparky","CardData","Legendary","Assets/Resources/Data/Cards/Card_071_Sparky.asset","N/A","N/A",1,"spine_sparky,sprite_sparky,portrait_sparky"
"65","Spear Goblins","CardData","Common","Assets/Resources/Data/Cards/Card_065_Spear_Goblins.asset","N/A","N/A",1,"spine_spear_goblins,sprite_spear_goblins,portrait_spear_goblins"
"104","Spear Goblins","CardData","Common","Assets/Resources/Data/Cards/Card_104_Spear_Goblins.asset","N/A","N/A",1,"spine_spear_goblins,sprite_spear_goblins,portrait_spear_goblins"
"95","Tesla","CardData","Rare","Assets/Resources/Data/Cards/Card_095_Tesla.asset","N/A","N/A",1,"spine_tesla,sprite_tesla,portrait_tesla"
"1","The Log","CardData","Legendary","Assets/Resources/Data/Cards/Card_001_The_Log.asset","N/A","N/A",1,"spine_the_log,sprite_the_log,portrait_the_log"
"42","Three Musketeers","CardData","Epic","Assets/Resources/Data/Cards/Card_042_Three_Musketeers.asset","N/A","N/A",1,"spine_three_musketeers,sprite_three_musketeers,portrait_three_musketeers"
"101","Tombstone","CardData","Rare","Assets/Resources/Data/Cards/Card_101_Tombstone.asset","N/A","N/A",1,"spine_tombstone,sprite_tombstone,portrait_tombstone"
"38","Tornado","CardData","Legendary","Assets/Resources/Data/Cards/Card_038_Tornado.asset","N/A","N/A",1,"spine_tornado,sprite_tornado,portrait_tornado"
"28","Valkyrie","CardData","Rare","Assets/Resources/Data/Cards/Card_028_Valkyrie.asset","N/A","N/A",1,"spine_valkyrie,sprite_valkyrie,portrait_valkyrie"
"83","Wall Breakers","CardData","Common","Assets/Resources/Data/Cards/Card_083_Wall_Breakers.asset","N/A","N/A",1,"spine_wall_breakers,sprite_wall_breakers,portrait_wall_breakers"
"109","Wall Breakers","CardData","Common","Assets/Resources/Data/Cards/Card_109_Wall_Breakers.asset","N/A","N/A",1,"spine_wall_breakers,sprite_wall_breakers,portrait_wall_breakers"
"22","Witch","CardData","Epic","Assets/Resources/Data/Cards/Card_022_Witch.asset","N/A","N/A",1,"spine_witch,sprite_witch,portrait_witch"
"21","Wizard","CardData","Epic","Assets/Resources/Data/Cards/Card_021_Wizard.asset","N/A","N/A",1,"spine_wizard,sprite_wizard,portrait_wizard"
"98","X-Bow","CardData","Epic","Assets/Resources/Data/Cards/Card_098_X_Bow.asset","N/A","N/A",1,"spine_x_bow,sprite_x_bow,portrait_x_bow"
"59","Zap","CardData","Common","Assets/Resources/Data/Cards/Card_059_Zap.asset","N/A","N/A",1,"spine_zap,sprite_zap,portrait_zap"
"113","Zap","CardData","Common","Assets/Resources/Data/Cards/Card_113_Zap.asset","N/A","N/A",1,"spine_zap,sprite_zap,portrait_zap"
"e919c34d189ce4c623ff3413178dd680","Building_Balloon","Prefab","Building","Assets/Prefabs/Buildings/Building_Balloon.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"ff371651c57a83e89ddf723dc589c4d0","Building_BattleRam","Prefab","Building","Assets/Prefabs/Buildings/Building_BattleRam.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"75b97eb259cf20c0890b9912622874d3","Building_BombTower","Prefab","Building","Assets/Prefabs/Buildings/Building_BombTower.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"feac0132022ab21d4abdbb5a16c82041","Building_Cannon","Prefab","Building","Assets/Prefabs/Buildings/Building_Cannon.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"a229d902ddfca7c47e6a3a43ffec9f80","Building_CannonCart","Prefab","Building","Assets/Prefabs/Buildings/Building_CannonCart.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"2b76d64ec85005198c28c93d9936c8a2","Building_ElixirCollector","Prefab","Building","Assets/Prefabs/Buildings/Building_ElixirCollector.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"13cd04a6279b6190bb91ac1f3c71214c","Building_Furnace","Prefab","Building","Assets/Prefabs/Buildings/Building_Furnace.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"e413228de16102e70de899f75c892e15","Building_Giant","Prefab","Building","Assets/Prefabs/Buildings/Building_Giant.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"49c64575f8f37f19f7146c5c28c5cbff","Building_GoblinCage","Prefab","Building","Assets/Prefabs/Buildings/Building_GoblinCage.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"53167ecfe165d446f67df1be1e254727","Building_GoblinDrill","Prefab","Building","Assets/Prefabs/Buildings/Building_GoblinDrill.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"5620f95afd070d7f2700605669f4f6c3","Building_GoblinHut","Prefab","Building","Assets/Prefabs/Buildings/Building_GoblinHut.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"dffc4679503c620277f8543d80922486","Building_HogRider","Prefab","Building","Assets/Prefabs/Buildings/Building_HogRider.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"7b15b8991dccd61b0daab22f75b490c9","Building_InfernoTower","Prefab","Building","Assets/Prefabs/Buildings/Building_InfernoTower.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"5f3743da817a6f76ac8db3fe810b173e","Building_Mortar","Prefab","Building","Assets/Prefabs/Buildings/Building_Mortar.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"6bd067784ea56d7f7a3bce313074a476","Building_RoyalHogs","Prefab","Building","Assets/Prefabs/Buildings/Building_RoyalHogs.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"424f8dab340c2882a7b9300e2fd97bf0","Building_Tesla","Prefab","Building","Assets/Prefabs/Buildings/Building_Tesla.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TeslaRetraction;TowerPoolable;UnitPoolable"
"3ae9c28f10132de44ab384817a3c42c8","Building_Tombstone","Prefab","Building","Assets/Prefabs/Buildings/Building_Tombstone.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"333bccedbb6af79a916cee63df9f2096","Building_WallBreakers","Prefab","Building","Assets/Prefabs/Buildings/Building_WallBreakers.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"0d01829817c0eded35e001097fab5ad0","Building_X_Bow","Prefab","Building","Assets/Prefabs/Buildings/Building_X_Bow.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;BuildingView;HealthBar;ProjectilePoolable;SpellPoolable;TowerPoolable;UnitPoolable"
"97ca16927583d74f9d5746265f7ea513","Projectile_ArcherQueen","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_ArcherQueen.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
"0fbdf1f5eed763e42e862e8082bacdcd","Projectile_Archers","Prefab","Projectile","Assets/Prefabs/Projectiles/Projectile_Archers.prefab","0 tris, 0 textures","N/A",0,"Particles/Standard Unlit;Sprites/Default;BuildingPoolable;ProjectilePoolable;ProjectileView;SpellPoolable;TowerPoolable;UnitPoolable"
